human_name,zebrafish_name
MIR181B1,dre-mir-181b-3
RF00072,RF00072
RF00072,RF00072
RF00564,RF00564
RNU6-1137P,RF00026
RNU6-1137P,RF00026
RNU6-1242P,RF00026
RNA5-8SN5,RF00002
RNA5-8SN5,RF00002
RNA5-8SN5,RF00002
RNA5-8SN5,RF00002
RNU4ATAC7P,RF00618
RNU4ATAC7P,RF00618
RF00612,RF00612
RNU4ATAC5P,RF00618
RNU4ATAC5P,RF00618
MIR203B,dre-mir-203b
RF00340,RF00340
SNORD9,RF00377
SNORD9,RF00377
SNORD9,RF00377
RPPH1,RF00009
RPPH1,RF00009
RPPH1,RF00009
SNORA16A,RF00190
SNORA16A,RF00190
SNORD38A,RF00212
SNORA21,RF00412
RF00072,RF00072
RF00072,RF00072
RF02250,RF02250
RF01848,RF01848
RF01848,RF01848
RF01848,RF01848
RF01848,RF01848
RF01848,RF01848
RF01848,RF01848
RF01848,RF01848
RF01848,RF01848
RF01848,RF01848
RF01848,RF01848
RF01848,RF01848
RF01848,RF01848
RF01848,RF01848
RF01848,RF01848
RF01848,RF01848
MIR133A2,dre-mir-133a-2
MIR153-1,dre-mir-153b
MIR153-1,dre-mir-153c
RF00421,RF00421
MIR137,dre-mir-137-2
MIR137,dre-mir-137-1
SNORD1B,RF00213
SNORA18,RF00425
SNORA74A,RF00090
RNU6-1284P,RF00026
RF00425,RF00425
RN7SKP9,rn7sk
MIR223,mir223
RF00263,RF00263
SNORD8,RF00377
SNORD8,RF00377
SNORD8,RF00377
MIR24-1,dre-mir-24-3
MIR24-1,dre-mir-24-1
SNORD37,RF00440
SNORD37,RF00440
MIR187,dre-mir-187
SNORD68,RF00324
SNORD68,RF00324
MIR196A1,mir196b
RNU6-1304P,RF00026
RF00410,RF00410
RF00152,RF00152
RF00152,RF00152
RF00284,RF00284
RNU11-2P,RF00548
RNU11-2P,RF00548
MT-ND1,mt-nd1
MT-ND2,mt-nd2
MT-CO1,mt-co1
MT-CO2,mt-co2
RF00273,RF00273
RF00273,RF00273
MT-ATP6,mt-atp6
MT-CO3,mt-co3
MT-ND3,mt-nd3
MIR145,dre-mir-145
MT-ND4,mt-nd4
RF00599,RF00599
MT-ND5,mt-nd5
MT-ND6,mt-nd6
MT-CYB,mt-cyb
SNORD92,RF00325
SNORD92,RF00325
SNORD92,RF00325
RF00409,RF00409
RF00002,RF00002
RF00002,RF00002
RF00002,RF00002
RF00002,RF00002
SNORD60,RF00271
SNORD60,RF00271
SNORD60,RF00271
SNORD60,RF00271
SNORD60,RF00271
SNORD60,RF00271
MIR21,dre-mir-21-1
MIR21,dre-mir-21-2
RF00560,RF00560
SNORA54,RF00430
MIR365A,dre-mir-365-1
SNORD14D,RF00016
SNORD14D,RF00016
SNORD88A,RF00604
RF00424,RF00424
SNORA81,RF01241
RNU6-416P,RF00026
RNU6-416P,RF00026
RF00411,RF00411
RF00411,RF00411
SNORD18A,RF00093
RF00156,RF00156
RF00568,RF00568
SNORA63E,RF00092
SNORA63E,RF00092
SNORA63E,RF00092
SNORA1B,RF00408
MIR34A,dre-mir-34a
SNORD88C,RF00604
RF00096,RF00096
RF00096,RF00096
RF00096,RF00096
RF00096,RF00096
RF00096,RF00096
RF00443,RF00443
MIR155,dre-mir-155
RNU4ATAC9P,RF00618
RNU4ATAC9P,RF00618
SNORA19,RF00413
MYBPC2,mybpc2b
RCN3,rcn3
ARFGEF3,arfgef3
LACTB,lactb
ZNF574,zgc:66472
RABGGTB,rabggtb
PPOX,ppox
FKBP11,fkbp11
HDX,hdx
RND1,rnd1b
RND1,rnd1a
LENEP,lenep
ZNF598,znf598
PRSS1,prss1
CACNB3,cacnb3a
CACNB3,cacnb3b
COLGALT2,si:ch211-13f8.2
COLGALT2,colgalt2
THBS4,thbs4a
THBS4,thbs4b
ZNF507,znf507
CCDC24,ccdc24
SH3BGR,sh3bgr
RPS18,rps18
TSEN15,tsen15
TMEM218,tmem218
DHRS1,dhrs1
SLC6A4,slc6a4a
VPS52,vps52
CRYZ,cryz
DCAF5,dcaf5
SHC1,shc1
C1orf21,zgc:92140
C1orf21,zgc:55943
DPY19L3,dpy19l3
FAM161A,fam161a
EDEM3,edem3
RASEF,rasef
ITLN1,si:ch211-194p6.7
ITLN1,ITLN1
TYW3,tyw3
FGR,yrk
FAM129A,fam129aa
FAM129A,fam129ab
PHF19,phf19
ILF3,ilf3b
ITLN2,zgc:153219
ITLN2,si:ch211-194p6.10
ITLN2,itln2
ITLN2,itln2
ITLN2,si:dkey-182o15.5
ITLN2,itln1
ITLN2,itln3
RNF2,rnf2
LHX8,lhx8b
LHX8,lhx8a
GALNT16,galnt16
TRMT1L,trmt1l
TSTD1,TSTD1
USP10,usp10
F11R,f11r.1
F11R,f11r.2
HTR2B,htr2b
SWT1,swt1
RN7SKP176,rn7sk
MIR30D,dre-mir-30d
MIR30D,dre-mir-30b
RF00263,RF00263
MIR181B2,dre-mir-181c
MIR181B2,dre-mir-181b-2
RF00568,RF00568
MIR375,dre-mir-375-1
RNU4-38P,RF00015
RNU4-38P,RF00015
RNU4-38P,RF00015
RF01684,RF01684
RF01684,RF01684
RF01684,RF01684
RF01684,RF01684
TXLNB,txlnba
TXLNB,txlnbb
EMC10,emc10
MTX1,mtx1a
MTX1,mtx1b
AC034102.2,pa2g4a
PA2G4,pa2g4a
SLC44A1,slc44a1b
VPS37C,vps37c
RPS27L,rps27l
IFNGR1,il10ra
IFNGR1,crfb15
IFNGR1,ifngr2
IFNGR1,crfb16
IFNGR1,il22ra2
IFNGR1,ifnlr1
IFNGR1,ifngr1l
IFNGR1,ifngr1
TMEM17,tmem17
ADM2,adm2a
ADM2,adm2b
RIN3,rin3
PTH2,pth2
GRIK5,si:ch211-264f5.8
GRIK5,LO018585.1
GRIK5,grik5
PYGO2,pygo2
SLC6A9,slc6a9
PMVK,pmvk
RABAC1,rabac1
POLR1C,polr1c
CMYA5,cmya5
APOA1,apoa1a
APOA1,apoa1b
EBF1,ebf3a
EBF1,ebf1b
EBF1,EBF1 (1 of many)
USP45,usp45
EP400,ep400
PLEKHM2,plekhm2
PUS1,pus1
ALDH6A1,aldh6a1
HOMER1,homer1b
ULK1,ulk1b
COQ6,coq6
MAP2K6,map2k6
QSOX1,qsox1
ANP32D,anp32a
MTFR2,mtfr2
TOR1AIP1,zgc:112962
TOR1AIP1,si:dkeyp-82a1.6
ZNF641,plagl2
ZNF641,plagx
ZNF641,ovol1a
ZNF641,ovol1b
LRRIQ3,lrriq3
GFER,gfer
IFT81,ift81
WDR34,wdr34
TRAF2,unm_sa808
TRAF2,traf2a
MMS22L,mms22l
FASTKD3,fastkd3
PTPRB,ptprb
LYST,lyst
NDUFAF4,ndufaf4
